817 intensity (kW/cm^2),817 intensity upper err (kW/cm^2),817 intensity lower err (kW/cm^2),transition centre (MHz),transition centre err (MHz)
11.952007317755449,0.2420165154480607,0.2463217039848793,980.7715387131944,0.020972742068274552
24.44099348459111,0.4204407704085895,0.3892309143086585,981.375531033644,0.03471576316650427
49.29643448606204,0.8379452733023101,0.7956971980502203,982.7699711555475,0.010940635471915176
