817 intensity (kW/cm^2),817 intensity upper err (kW/cm^2),817 intensity lower err (kW/cm^2),transition centre 1 (MHz),transition centre 1 err (MHz),transition centre 2 (MHz),transition centre 2 err (MHz)
0.0,0.0,0.0,980.3367083397903,0.001979260360043388,980.4344071630908,0.002574145487605451
0.48229095819199147,0.047937909136976764,0.05413297872686096,980.3350476995587,0.0016515484647951196,980.4237667160951,0.0015337798021043828
1.3431644212168523,0.11014559540543001,0.12192403563191845,980.3241554993944,0.004464920103623491,980.3994230614256,0.002903392255891375
2.314482944649778,0.15472879296143782,0.17874209636107663,980.3171038156927,0.004866701186285776,980.390764097894,0.00665264042164295
