voltages,intensity,intensity upper err,intensity lower err,Group 0 centre (MHz),Group 0 centre error (MHz),Group 1 centre (MHz),Group 1 centre error (MHz),Group 2 centre (MHz),Group 2 centre error (MHz),Group 3 centre (MHz),Group 3 centre error (MHz)
-0.02,3.071594577679381,0.056429261024184996,0.054915953176022825,980.137423896099,0.003216534101134302,980.1373656314607,0.007865847168813238,980.1281117473897,0.007723514969840409,980.144313037883,0.00744959203795234
0.0,7.416777150981921,0.13625602052181307,0.13260193571771417,979.9900200547203,0.0077151366315000676,980.0070192844463,0.004863477300944454,979.9867644017487,0.006772790904364234,979.9796907728344,0.005671365030241178
0.04,15.932336102109307,0.2926981181579684,0.2848486026528665,979.7008795903756,0.004971085717243447,979.7187214972732,0.005462020141001382,979.6797215204392,0.004883566768650687,979.656122446283,0.009003135981196666
0.1,28.793077626539233,0.5289669752917519,0.5147812521297119,979.2402212643149,0.0025500676661003403,979.2699780447832,0.002634710384686445,979.2017423420656,0.0030608847813529084,979.1712652791448,0.008237958713941012
0.2,50.194350415736224,0.9221367045415647,0.8974070397057403,978.4867704084093,0.004775199788531434,978.5386421153473,0.005299627143330621,978.4050402836585,0.010505397344324735,978.3820072625616,0.005941676783316896
0.4,92.89700673957152,1.706641065121687,1.6608727302016746,976.707678091606,0.026789989541962402,976.6696243289819,0.012273560173999984,976.8263644047101,0.09871838930127526,976.758778707336,0.031522988670667794
