# Labels,Labels,Labels,Labels,Labels,Energy (Hz)
# N,MF,d_pi(d0),d_plus(d0),d_minus(d0)
3,-1,-0.000000,-0.000000,-0.000000,5882500948.027999
3,-2,-0.000000,0.000000,-0.000000,5882513757.456434
3,-1,-0.000000,0.000000,0.000000,5882516436.987067
3,-3,0.000000,0.000000,0.000000,5882526738.819299
3,-4,-0.000000,0.000000,0.000000,5882551925.737317
3,-6,0.000000,0.000000,0.000000,5882552805.256920
3,-2,0.000000,0.000000,0.000000,5882554806.635577
3,0,0.000000,0.000000,-0.000000,5882555416.328562
3,-5,0.000000,0.000000,0.000000,5882587272.299858
3,-3,-0.000000,0.000000,-0.000000,5882597080.340189
3,-5,0.000000,-0.000000,0.000000,5882610503.594510
3,1,-0.000000,0.000000,0.000000,5882615361.468006
3,-4,-0.000000,0.000000,-0.000000,5882619481.351833
3,-3,-0.000000,0.000000,-0.000000,5882629293.676423
3,-2,-0.000000,0.000000,0.000000,5882635089.148324
3,-4,-0.000000,0.000000,0.000000,5882644978.499803
3,-5,0.000000,0.000000,-0.000000,5882674388.201077
3,-1,0.000000,0.000000,-0.000000,5882678025.420115
3,-6,0.000000,0.000000,0.000000,5882714295.278435
3,-0,0.000000,-0.000000,0.000000,5882738002.656561
3,-4,-0.000000,0.000000,0.000000,5882744164.591626
3,-3,0.000000,0.000000,0.000000,5882753997.539780
3,-5,-0.000000,0.000000,0.000000,5882762508.937703
3,-6,-0.000000,0.000000,0.000000,5882796440.440862
3,-2,-0.000000,-0.000000,-0.000000,5882799403.974862
3,-7,0.000000,-0.000000,-0.000000,5882838298.038917
3,-1,-0.000000,-0.000000,0.000000,5882858498.745242
3,-5,0.000000,0.000000,0.000000,5882858751.417044
3,-4,0.000000,0.000000,0.000000,5882872688.994235
3,-6,0.000000,0.000000,0.000000,5882881031.292391
3,-7,-0.000000,0.000000,0.000000,5882918254.120669
3,-3,-0.000000,0.000000,0.000000,5882919784.262389
3,-8,0.000000,0.000000,0.000000,5882959407.235744
3,-2,-0.000000,-0.000000,0.000000,5882977068.468801
